                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                0.76688,                0.32188,                0.94646,                0.95554,                0.95334,                 0.9829,                0.68082,                 1.0915,                0.37485,                 1.1923,             0.00084184,             0.00084184,             0.00084184
                     78,                0.76752,                0.32249,                0.94152,                0.94495,                0.96756,                0.98369,                0.67644,                 1.0937,                0.37336,                 1.2017,             0.00083083,             0.00083083,             0.00083083
                     79,                0.75664,                0.31736,                0.94425,                0.96155,                0.95913,                0.98609,                0.67938,                 1.0932,                0.37166,                 1.2015,             0.00081983,             0.00081983,             0.00081983
                     80,                0.74285,                0.31421,                0.93658,                0.96468,                0.95253,                0.98647,                0.68316,                 1.0834,                0.37029,                 1.1952,             0.00080883,             0.00080883,             0.00080883
                     81,                0.74764,                0.31486,                0.94009,                0.96486,                0.95273,                0.98391,                0.67086,                 1.1037,                0.37821,                 1.2167,             0.00079783,             0.00079783,             0.00079783
                     82,                0.73726,                0.31195,                0.94113,                 0.9568,                 0.9615,                0.98235,                0.67499,                 1.0913,                0.37018,                 1.2197,             0.00078682,             0.00078682,             0.00078682
                     83,                0.72921,                0.30938,                0.93606,                0.95511,                0.95876,                0.98271,                0.66608,                 1.0981,                0.37634,                 1.2162,             0.00077582,             0.00077582,             0.00077582
                     84,                0.73043,                0.31157,                0.93524,                0.95685,                 0.9637,                0.98279,                0.67821,                 1.0911,                0.37219,                 1.2006,             0.00076482,             0.00076482,             0.00076482
                     85,                0.73495,                0.31387,                0.93247,                0.96035,                0.95411,                 0.9811,                0.66805,                 1.0914,                0.37245,                 1.2111,             0.00075382,             0.00075382,             0.00075382
                     86,                0.72442,                0.30958,                0.93178,                0.94868,                0.96165,                 0.9841,                0.67084,                 1.1002,                0.37344,                 1.2094,             0.00074282,             0.00074282,             0.00074282
                     87,                0.73016,                0.30928,                0.92977,                0.95907,                 0.9527,                0.98424,                0.67171,                 1.0927,                0.37202,                 1.1958,             0.00073181,             0.00073181,             0.00073181
                     88,                 0.7065,                0.30307,                0.91783,                0.95689,                0.95558,                0.98542,                0.67207,                 1.0993,                0.37274,                 1.2173,             0.00072081,             0.00072081,             0.00072081
                     89,                0.71013,                0.30443,                0.92199,                0.95817,                0.94941,                0.98264,                0.67381,                 1.0978,                0.37261,                 1.2214,             0.00070981,             0.00070981,             0.00070981
                     90,                0.70724,                0.30169,                0.92283,                0.95321,                0.95744,                0.97964,                0.66671,                 1.1177,                0.37412,                 1.2327,             0.00069881,             0.00069881,             0.00069881
                     91,                0.69772,                0.29833,                0.92219,                0.94895,                0.96269,                0.98435,                0.67362,                   1.09,                0.36842,                 1.2163,              0.0006878,              0.0006878,              0.0006878
                     92,                0.70162,                0.29997,                0.91889,                0.95786,                 0.9513,                0.98367,                0.67922,                 1.0948,                0.37041,                 1.2174,              0.0006768,              0.0006768,              0.0006768
                     93,                0.68796,                0.29684,                0.90988,                0.96377,                0.95377,                0.98246,                0.67587,                 1.0917,                0.36537,                 1.2185,              0.0006658,              0.0006658,              0.0006658
                     94,                0.69984,                 0.3002,                0.92146,                0.96316,                0.94752,                0.98166,                0.67469,                 1.0989,                0.37046,                 1.2272,              0.0006548,              0.0006548,              0.0006548
                     95,                0.68072,                0.29408,                0.91702,                0.95383,                0.95713,                0.97928,                0.67289,                 1.0949,                0.37258,                 1.2289,              0.0006438,              0.0006438,              0.0006438
                     96,                0.67602,                0.29458,                0.91005,                0.95146,                0.94853,                0.97994,                0.67353,                 1.0902,                0.36905,                  1.218,             0.00063279,             0.00063279,             0.00063279
                     97,                0.67825,                0.29418,                0.90686,                0.95319,                0.95373,                0.98273,                0.68383,                 1.0917,                0.36761,                 1.2205,             0.00062179,             0.00062179,             0.00062179
                     98,                0.66635,                0.28745,                0.90406,                0.95609,                0.95415,                0.98275,                0.67596,                 1.0974,                0.36934,                  1.215,             0.00061079,             0.00061079,             0.00061079
                     99,                0.66149,                0.28557,                 0.9059,                0.94593,                 0.9627,                0.98194,                0.67727,                  1.093,                0.36877,                 1.2305,             0.00059979,             0.00059979,             0.00059979
                    100,                0.66021,                 0.2861,                0.90673,                0.95941,                0.95267,                0.98192,                0.67495,                 1.0907,                0.36991,                 1.2294,             0.00058878,             0.00058878,             0.00058878
                    101,                0.66186,                0.28613,                  0.905,                0.95258,                0.95462,                0.98037,                 0.6711,                 1.1027,                0.37173,                  1.232,             0.00057778,             0.00057778,             0.00057778
                    102,                0.65602,                0.28572,                0.90213,                0.96039,                0.94943,                 0.9824,                0.67993,                 1.0914,                  0.367,                 1.2286,             0.00056678,             0.00056678,             0.00056678
                    103,                0.63939,                0.28095,                0.89781,                0.95131,                0.96007,                0.98165,                0.67234,                 1.0921,                0.36902,                 1.2399,             0.00055578,             0.00055578,             0.00055578
                    104,                0.63712,                0.27771,                0.89694,                0.95312,                0.95851,                0.97911,                0.67444,                 1.0994,                0.36709,                 1.2328,             0.00054478,             0.00054478,             0.00054478
                    105,                0.63213,                0.27727,                0.89768,                0.95548,                0.94962,                0.97807,                0.67602,                 1.0928,                 0.3663,                 1.2377,             0.00053377,             0.00053377,             0.00053377
                    106,                0.63015,                0.27752,                0.90273,                0.95792,                0.95065,                0.97979,                 0.6617,                 1.0985,                0.36916,                 1.2594,             0.00052277,             0.00052277,             0.00052277
                    107,                0.62855,                0.27801,                0.89977,                0.95863,                0.95199,                0.98057,                0.67466,                 1.0973,                0.36707,                 1.2455,             0.00051177,             0.00051177,             0.00051177
                    108,                0.62579,                0.27572,                0.89302,                0.95534,                0.96109,                0.97995,                0.67802,                 1.0937,                0.36634,                 1.2494,             0.00050077,             0.00050077,             0.00050077
                    109,                0.63143,                0.27819,                0.89777,                0.95611,                0.96175,                0.98004,                0.67916,                 1.0951,                0.36733,                 1.2545,             0.00048976,             0.00048976,             0.00048976
                    110,                0.62179,                0.27594,                0.89832,                0.95906,                0.95492,                0.97943,                0.67545,                 1.0926,                0.36498,                 1.2568,             0.00047876,             0.00047876,             0.00047876
                    111,                0.60831,                 0.2696,                0.89291,                0.96193,                0.95642,                0.98273,                 0.6758,                 1.0918,                0.36647,                 1.2493,             0.00046776,             0.00046776,             0.00046776
                    112,                0.60996,                0.27222,                0.89074,                0.95654,                0.95519,                0.98151,                0.67841,                 1.0963,                   0.37,                 1.2499,             0.00045676,             0.00045676,             0.00045676
                    113,                0.60787,                0.27134,                0.89123,                0.95463,                 0.9578,                 0.9826,                0.67097,                 1.0958,                0.37046,                  1.257,             0.00044576,             0.00044576,             0.00044576
                    114,                0.59682,                0.26914,                0.89198,                0.96421,                0.94791,                0.98283,                0.67729,                 1.0948,                0.36893,                 1.2603,             0.00043475,             0.00043475,             0.00043475
                    115,                0.60002,                0.26707,                0.88845,                0.95722,                0.96547,                0.98107,                0.67784,                  1.095,                0.36565,                 1.2513,             0.00042375,             0.00042375,             0.00042375
                    116,                0.59362,                0.26481,                0.88352,                0.96088,                0.95597,                0.98321,                0.67703,                 1.0987,                0.36815,                 1.2524,             0.00041275,             0.00041275,             0.00041275
                    117,                 0.5965,                0.26598,                0.88671,                0.96042,                0.95565,                0.98166,                0.67441,                 1.0911,                0.36356,                 1.2454,             0.00040175,             0.00040175,             0.00040175
                    118,                0.58509,                0.26303,                 0.8808,                0.95835,                0.96146,                0.98392,                0.67374,                 1.0942,                0.36684,                 1.2615,             0.00039074,             0.00039074,             0.00039074
                    119,                0.59224,                0.26476,                 0.8806,                0.95865,                0.95453,                0.98312,                0.68318,                 1.1013,                0.36691,                 1.2715,             0.00037974,             0.00037974,             0.00037974
                    120,                0.58506,                0.26281,                0.88178,                0.96665,                0.94964,                0.98331,                0.67733,                 1.0972,                0.36633,                 1.2731,             0.00036874,             0.00036874,             0.00036874
                    121,                0.57734,                0.26003,                0.88017,                0.95183,                0.96578,                0.98304,                0.67574,                 1.0932,                0.36727,                 1.2549,             0.00035774,             0.00035774,             0.00035774
                    122,                0.57601,                0.25984,                  0.875,                0.95033,                0.96597,                0.98191,                0.67733,                 1.0925,                0.36815,                 1.2526,             0.00034674,             0.00034674,             0.00034674
                    123,                0.57789,                0.26147,                0.87582,                0.95318,                0.96638,                0.98231,                0.67802,                  1.094,                0.36331,                 1.2505,             0.00033573,             0.00033573,             0.00033573
                    124,                0.57726,                0.26061,                0.87343,                0.96022,                0.95766,                0.98276,                0.67731,                 1.0982,                0.36479,                  1.256,             0.00032473,             0.00032473,             0.00032473
                    125,                0.56359,                 0.2548,                0.86932,                 0.9685,                0.95188,                0.98277,                0.67985,                 1.0901,                 0.3652,                 1.2545,             0.00031373,             0.00031373,             0.00031373
                    126,                0.56327,                0.25581,                 0.8683,                0.96897,                0.95288,                0.98107,                0.67837,                  1.092,                0.36789,                 1.2583,             0.00030273,             0.00030273,             0.00030273
                    127,                0.54969,                0.25079,                0.87086,                0.96231,                0.95886,                0.98168,                0.67983,                 1.0895,                0.36512,                 1.2629,             0.00029172,             0.00029172,             0.00029172
                    128,                0.55808,                0.25376,                0.87158,                0.95984,                0.95785,                0.98067,                0.67294,                 1.0937,                0.36645,                 1.2631,             0.00028072,             0.00028072,             0.00028072
                    129,                0.55485,                 0.2523,                0.86813,                0.96381,                0.95426,                0.97931,                0.66969,                 1.0883,                0.36476,                 1.2596,             0.00026972,             0.00026972,             0.00026972
                    130,                0.54367,                0.24852,                0.86349,                0.96298,                0.95889,                0.98285,                0.67685,                 1.0879,                0.36283,                 1.2559,             0.00025872,             0.00025872,             0.00025872
                    131,                0.54874,                 0.2504,                0.86504,                0.96549,                0.95021,                 0.9811,                0.67818,                 1.0922,                0.36612,                 1.2509,             0.00024772,             0.00024772,             0.00024772
                    132,                0.53561,                0.24529,                0.85932,                0.96287,                0.95091,                0.98013,                0.67567,                 1.0891,                0.36668,                 1.2514,             0.00023671,             0.00023671,             0.00023671
                    133,                0.54003,                0.24715,                0.86047,                0.96155,                 0.9524,                0.98097,                0.67585,                 1.0921,                0.36566,                 1.2575,             0.00022571,             0.00022571,             0.00022571
                    134,                0.53736,                0.24645,                0.85866,                0.95356,                0.96073,                0.97792,                0.67391,                 1.0857,                0.36498,                  1.251,             0.00021471,             0.00021471,             0.00021471
                    135,                0.53145,                0.24559,                 0.8639,                0.96056,                0.95436,                0.98061,                 0.6783,                 1.0889,                0.36461,                 1.2658,             0.00020371,             0.00020371,             0.00020371
                    136,                0.52539,                0.24374,                0.86109,                0.95999,                0.96203,                0.98071,                0.68022,                 1.0925,                0.36563,                 1.2682,             0.00019271,             0.00019271,             0.00019271
                    137,                0.52456,                0.24233,                0.85968,                0.96466,                0.95219,                0.98167,                 0.6817,                 1.0894,                0.36446,                 1.2683,              0.0001817,              0.0001817,              0.0001817
                    138,                0.52655,                0.24259,                0.86228,                0.95963,                0.95895,                0.98196,                0.67941,                   1.09,                0.36419,                  1.266,              0.0001707,              0.0001707,              0.0001707
                    139,                0.51799,                0.24025,                0.85376,                0.96174,                0.95718,                0.98146,                0.68034,                 1.0889,                0.36613,                   1.26,              0.0001597,              0.0001597,              0.0001597
                    140,                0.52054,                0.24091,                0.85719,                 0.9612,                0.96331,                0.98321,                0.68175,                 1.0886,                0.36651,                 1.2649,              0.0001487,              0.0001487,              0.0001487
                    141,                0.49981,                0.22594,                 0.8559,                0.95914,                 0.9585,                0.98049,                0.67778,                 1.0981,                 0.3665,                 1.2789,             0.00013769,             0.00013769,             0.00013769
                    142,                0.48385,                0.22146,                0.85024,                0.95635,                0.96266,                0.98037,                0.67981,                 1.0972,                0.36754,                 1.2866,             0.00012669,             0.00012669,             0.00012669
                    143,                0.47309,                0.21703,                0.85109,                0.96718,                0.95481,                0.98022,                0.68077,                 1.0926,                0.36683,                 1.2834,             0.00011569,             0.00011569,             0.00011569
                    144,                0.46858,                0.21626,                0.84572,                0.95807,                0.96001,                0.97991,                0.68308,                 1.0927,                0.36604,                 1.2866,             0.00010469,             0.00010469,             0.00010469
                    145,                0.46275,                0.21391,                0.84487,                0.95665,                0.96228,                0.97881,                0.68075,                 1.0912,                0.36457,                 1.2746,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    146,                0.45606,                 0.2112,                0.83929,                0.95706,                0.95982,                0.97958,                0.68389,                 1.0907,                0.36739,                 1.2745,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    147,                 0.4529,                0.21069,                 0.8376,                0.96293,                0.95794,                0.97974,                0.68417,                 1.0881,                0.36599,                 1.2801,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    148,                0.45137,                0.20978,                0.83995,                0.95867,                 0.9581,                 0.9803,                0.68438,                 1.0908,                0.36569,                 1.2798,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    149,                0.44831,                0.20806,                0.83945,                 0.9581,                0.96105,                0.98099,                0.68553,                 1.0881,                0.36529,                 1.2778,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    150,                0.44212,                0.20634,                0.83797,                 0.9614,                0.95876,                0.98044,                0.68589,                 1.0871,                0.36342,                  1.281,             3.8674e-05,             3.8674e-05,             3.8674e-05
